"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.7","...","1021.9","2019-01-03 09:32","1011.8","2019-01-14 14:11","17.9","26.5","2019-01-31 14:03","12.5","2019-01-23 06:53","...","1.8","12","14.0","1","2019-01-21 04:39","9.5","...","4","...","...","...","...","4.0","2019-01-16 00:00","80","...","...","...","...","...","...","..."
"02","1014.7","...","1021.2","2019-02-11 09:49","1009.0","2019-02-07 14:31","19.6","30.7","2019-02-07 12:43","14.3","2019-02-01 05:45","...","1.6","8","10.2","355","2019-02-11 12:09","15.5","...","2","...","...","...","...","8.5","2019-02-19 00:00","79","...","...","...","...","...","...","..."
"03","1011.7","...","1018.0","2019-03-15 08:23","1004.9","2019-03-03 04:12","20.7","31.6","2019-03-21 14:12","12.2","2019-03-07 23:54","...","1.4","7","11.4","354","2019-03-29 21:33","147.0","...","11","...","...","...","...","39.0","2019-03-09 00:00","81","...","...","...","...","...","...","..."
"04","1009.1","...","1017.7","2019-04-01 08:37","1002.3","2019-04-30 15:51","24.3","31.9","2019-04-23 13:06","16.3","2019-04-01 08:15","...","1.3","6","9.5","248","2019-04-30 12:08","97.0","...","8","...","...","...","...","38.5","2019-04-19 00:00","85","...","...","...","...","...","...","..."
"05","1006.5","...","1011.5","2019-05-03 09:42","1001.3","2019-05-18 15:01","25.4","32.7","2019-05-19 15:33","18.4","2019-05-07 07:25","...","1.2","22","10.5","232","2019-05-18 11:58","179.5","...","16","...","...","...","...","37.0","2019-05-01 00:00","85","...","...","...","...","...","...","..."
"06","1003.6","...","1009.6","2019-06-06 09:50","997.2","2019-06-14 03:23","28.5","35.4","2019-06-18 11:51","23.6","2019-06-15 04:21","...","1.4","48","11.3","210","2019-06-04 09:56","319.0","...","16","...","...","...","...","103.5","2019-06-12 00:00","84","...","...","...","...","...","...","..."
"07","1002.3","...","1007.8","2019-07-03 21:11","989.8","2019-07-17 17:16","29.7","37.3","2019-07-17 15:58","25.2","2019-07-03 05:32","...","1.5","182","14.8","221","2019-07-02 12:23","87.0","...","10","...","...","...","...","22.5","2019-07-03 00:00","82","...","...","...","...","...","...","..."
"08","1000.0","...","1100.0","2019-08-29 19:51","979.4","2019-08-30 17:52","29.1","34.8","2019-08-05 14:54","23.9","2019-08-13 10:14","...","1.4","3","13.5","243","2019-08-10 03:39","337.0","...","14","...","...","...","...","89.5","2019-08-13 00:00","90","...","...","...","...","...","...","..."
"09","1006.2","...","1016.0","2019-09-24 09:11","996.1","2019-09-30 15:03","28.1","34.9","2019-09-11 11:59","22.7","2019-09-26 06:11","...","1.5","10","14.5","8","2019-09-30 22:39","9.5","...","2","...","...","...","...","8.5","2019-09-04 00:00","81","...","...","...","...","...","...","..."
"10","1011.6","...","1017.0","2019-10-15 09:07","1000.5","2019-10-01 00:07","27.1","33.9","2019-10-03 12:33","21.9","2019-10-16 02:43","...","1.4","4","11.1","354","2019-10-01 00:11","1.5","...","1","...","...","...","...","1.5","2019-10-01 00:00","77","...","...","...","...","...","...","..."
"11","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
