"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.0","...","1022.0","2015-01-02 09:53","1008.6","2015-01-06 13:33","19.7","29.1","2015-01-05 14:05","10.5","2015-01-18 16:31","...","1.3","294","7.7","303","2015-01-14 12:03","5.5","...","2","...","...","...","...","4.0","2015-01-14 00:00","70","...","...","...","...","...","...","..."
"02","1015.0","...","1022.5","2015-02-02 09:13","1007.4","2015-02-24 15:14","20.9","30.1","2015-02-26 14:23","10.7","2015-02-10 04:56","...","1.3","9","8.6","280","2015-02-16 05:57","29.5","...","3","...","...","...","...","20.0","2015-02-22 00:00","73","...","...","...","...","...","...","..."
"03","1013.3","...","1020.6","2015-03-25 21:27","1005.8","2015-03-03 14:42","23.6","32.3","2015-03-19 12:12","16.2","2015-03-13 03:43","...","1.4","13","9.9","172","2015-03-15 14:02","0.5","...","1","...","...","...","...","0.5","2015-03-23 00:00","76","...","...","...","...","...","...","..."
"04","1010.0","...","1015.5","2015-04-11 20:11","1004.1","2015-04-19 15:51","26.0","34.5","2015-04-05 12:51","16.5","2015-04-15 06:23","...","1.6","7","10.9","173","2015-04-18 12:45","13.0","...","4","...","...","...","...","10.0","2015-04-06 00:00","71","...","...","...","...","...","...","..."
"05","1006.3","...","1011.3","2015-05-14 08:16","1001.6","2015-05-28 16:13","28.2","34.7","2015-05-09 11:01","24.1","2015-05-05 05:57","...","1.5","8","13.5","259","2015-05-25 03:09","399.5","...","14","...","...","...","...","91.0","2015-05-25 00:00","78","...","...","...","...","...","...","..."
"06","1005.1","...","1008.8","2015-06-01 22:17","1000.5","2015-06-18 15:51","30.7","36.5","2015-06-19 14:31","25.5","2015-06-01 03:06","...","1.8","23","12.3","189","2015-06-22 12:48","5.0","...","3","...","...","...","...","3.5","2015-06-27 00:00","71","...","...","...","...","...","...","..."
"07","1002.0","...","1010.9","2015-07-28 21:41","990.0","2015-07-10 16:51","29.0","35.5","2015-07-01 12:31","20.5","2015-07-21 08:43","...","1.7","2","13.8","259","2015-07-01 13:50","346.5","...","18","...","...","...","...","74.0","2015-07-19 00:00","80","...","...","...","...","...","...","..."
"08","1002.6","...","1009.3","2015-08-02 07:31","974.1","2015-08-08 04:32","28.4","35.7","2015-08-02 13:51","23.3","2015-08-29 17:15","...","1.7","3","25.6","257","2015-08-08 07:24","812.5","...","22","...","...","...","...","187.5","2015-08-08 00:00","83","...","...","...","...","...","...","..."
"09","1006.1","...","1012.1","2015-09-17 22:23","988.9","2015-09-28 18:28","28.4","35.0","2015-09-30 12:21","24.0","2015-09-28 03:50","...","1.5","16","17.6","245","2015-09-28 23:15","105.0","...","9","...","...","...","...","31.5","2015-09-28 00:00","79","...","...","...","...","...","...","..."
"10","1009.6","...","1016.9","2015-10-31 08:34","998.9","2015-10-19 15:31","27.4","35.0","2015-10-03 12:15","23.3","2015-10-17 05:32","...","1.3","3","8.4","267","2015-10-07 14:27","35.0","...","6","...","...","...","...","17.0","2015-10-20 00:00","79","...","...","...","...","...","...","..."
"11","1013.0","...","1020.1","2015-11-28 08:14","1008.4","2015-11-25 14:28","25.9","33.2","2015-11-08 12:44","16.1","2015-11-27 00:18","...","1.2","5","8.2","167","2015-11-15 14:12","35.0","...","5","...","...","...","...","29.5","2015-11-20 00:00","80","...","...","...","...","...","...","..."
"12","1015.1","...","1022.5","2015-12-29 09:12","1007.3","2015-12-10 05:54","22.2","31.1","2015-12-24 13:54","13.0","2015-12-17 05:13","...","1.3","2","6.8","298","2015-12-27 12:16","33.0","...","2","...","...","...","...","32.0","2015-12-10 00:00","85","...","...","...","...","...","...","..."
